Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.09946450793426,6.4429027956816,5.41233937864219,5.61979292460713,5.00903274988649,11.9097579263838,8.76747148389281,8.0379501812871,6.68788084783083,8.50589878909878,10.3405287268833,13.2500855570881,10.7710871626847,10.2125718078093,6.69157747471078,0.0866969592705971,5.96307857538696,7.0695699458918,7.2613227425049,7.48000365272792
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,..,1.54307865247283,4.55888396390367,3.87565836393848,7.81188962318649,4.71797315813109,-0.339525639357717,4.62107394070436,1.90943839921289,4.66923798032512,6.87192932986009,6.29260619628323,5.01764070360242,13.9506821321825,11.2085096276477,10.9721540015733,7.39718761930672,1.60484211178154,5.70682494457921,3.73404840122311,3.70868296886218,5.61286411959033,0.61484535364788,-0.336868770986328,2.62527326828874,3.93500141151873,3.46478251583862,-0.259098708350407,5.8904672900016,1.00577794619832,3.67991405278418,4.29134239802096,2.114310675128,1.97321807875184,4.25825046821247,2.25254877423716,1.73174751447954,4.32786476432231,3.26652940374666,-4.73938579085588,1.0918015643576,4.01562989958492,4.09677665885357,2.72287733695474,8.21102091734038,5.29130826699402,4.40352643383186,2.19006397224541,6.3571305999083,0.566491592100093,3.52529866894027,7.86814091910996,5.641962066712,4.94651126690626
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,..,2.07998362809406,5.57022534605136,6.42070158067196,4.7945595745809,5.6250177461244,6.497295732655,6.90886793551351,-12.1690279476039,3.09601364024903,-0.49482136657997,5.06333631430932,7.96748548215673,5.73916134325054,2.93956812778478,7.31101764845377,4.61456733402208,4.97121608746237,2.05269444217168,0.133344041151148,-1.37177331590264,0.275616740495252,-3.93873780402842,-4.04212178872982,-0.200671744258074,-1.67638709592364,-2.57387737738748,2.46347937283356,2.90950541857747,3.79012853415045,4.63578787944657,5.266522121332,1.64650003872001,4.26929485458925,4.66726626346237,4.67827709973257,4.361340293933,4.95420874299724,5.02935475543072,0.426885422588825,2.50781080899483,1.68379912721825,2.48556573783829,2.71133983700673,4.17329558916248,4.42143312687979,4.79700882356067,4.56428492474335,6.14920768475669,3.35557170222604,4.12858694957501,5.20162032774812,5.12237099267816,6.7985681383023
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.916013858082394,8.23500571846454,-2.84802145264014,-11.1443529776382,9.66161235926681,13.8593303966529,0.50367487907512,-0.361044180382436,2.72645178301008,-7.13747970825787,-8.67248012819739,13.1428339596481,3.18996457013017,6.12751141238456,12.4261737798185,3.13390686700433,-3.45813914838983,5.16214582423662,6.07321749231049,8.30130632157497,1.51472569321093,-2.16135972141942,13.5726031535762,11.8187659353249,10.8347270718859,11.4561669954333,10.7885216814493,8.80255320238865,12.5505383420509,11.1782962356071,8.64781163539097,10.5822700402272
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,..,6.90028551585478,3.30025851775552,4.7102913395744,4.21247735651474,6.16797475856905,1.99150333478156,9.15036720319029,4.52707384054317,4.70115141037417,5.55342573459792,5.53815193903094,6.63129747578095,7.30281290821068,8.38152543710187,6.85244471391262,7.52594953078851,11.4940816033886,12.0287299453487,11.8621469717013,11.7121459436207,9.17045884929605,-1.3976177173857,-3.04261788498148,2.81659944594257,4.52313567878629,4.9648356643979,7.58230437725713,5.91537206559336,6.93520391048754,4.12328287952776,3.49365015483252,1.69642801116025,4.93635941510829,5.31791988326856,6.82280781935725,1.57378944916809,4.24251116167207,0.0680351258685334,-1.36607123809753,-2.31414603182645,-0.834057907901638,-0.0214019749150367,4.32074991793638,4.05741917094709,2.13348616671323,4.80712026158135,5.42162246303009,6.35911701955953,-3.96569588564739,13.0930036763176,4.34240708615224,-1.23896850575009,14.0362776736017
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,..,0.191795489475993,4.10299258913267,8.57861892045244,4.95048865913527,4.88497683767599,-4.25051418779017,-15.7436282059309,-1.24836024600982,24.1973839489741,25.0072419254014,14.2375315597008,3.36426203025739,5.39276048396687,11.160674548765,-5.22774755857583,9.04235173026559,6.02411784619478,-5.76415839249863,6.75943093484364,4.20483104683017,-13.12788048507,-1.05318605956708,-5.05045110920774,-2.02153756872873,8.32282970019253,-8.75417697942682,-10.7517001400015,7.54252202521535,6.46719114422203,12.7660091736101,-0.617850588622787,0.433725356726427,2.09037780053187,0.909763335172016,-0.307468969258082,4.9937055370533,2.80225643858698,2.71564017861093,0.47423757536906,5.31809338064855,4.41106519565903,3.78464818288238,10.3541845645132,33.7357750284295,3.44466681332356,8.2109648588917,6.82839834798025,6.27026369732737,6.9344160039274,7.83973947709083,4.88738661141308,4.2792773138933,5.39441631089463
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,..,6.10491536969242,1.90966022523801,-2.25303656339494,3.45146579593695,0.947080215347043,2.85042825933439,1.1249969205987,12.0341784547549,7.47738592890184,8.15209596888211,6.9973640396238,7.882697752439,9.77616387928867,8.25687602769447,6.18342895249269,5.98814645916363,8.63646515620087,9.20555751020224,7.09262217539415,8.72499892847462,8.14819099666425,1.10407370069971,8.44990771988856,7.17215198259984,3.47753879445369,5.96451638124901,5.30000314006263,6.35567874666923,9.0847143361932,9.00157322165217,8.92779614533789,7.22050160357981,7.25407541210802,7.54006667940534,8.3963580447421,7.64278628426102,4.69987254233861,-13.1267239347108,0.791129835609269,4.92006459732168,3.64346644721493,4.49947539085764,4.78036912167654,5.03087394501685,5.69257130383384,5.50095178520348,6.34502222667214,6.01370360009123,4.62887118256315,6.22385418062201,6.16978420771008,6.03005065305612,5.55726368891013
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,..,..,3.81801955804475,2.51674859426929,3.90643383118466,2.53695354395643,5.02378943165847,6.43902442562481,5.80109416981539,7.71681966265464,3.84662985122431,1.30690539655231,-0.410479911097397,7.05739893473152,3.84583083634075,6.12623316070548,3.33510669177623,5.10059026393188,5.65383685775234,6.40355692590614,5.84602651616821,5.6995247666145,4.14149570228265,4.81399096958927,5.09914655791368,4.99940636871274,4.35554691656412,1.72561069289867,2.47268503771218,2.29930141198003,6.39999531086637,4.59998724277632,4.39999125185615,6.90006325197233,5.59991872721346,5.50008523205227,3.79996720523084,6.40539969772809,4.69842304623258,4.30054049792376,6.00003316014399,-1.54540813414314,3.96467568566092,5.94026907760478,5.44506127789968,6.24174804465225,7.66829190011271,6.79682611895811,5.9500881450785,3.53891205299132,8.01595940652275,8.4047381311287,9.14457938763533,3.39570959648638
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.95912289275337
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,..,0.47156107936857,4.08687253047633,13.349294927233,-5.89401883959559,10.6926495096901,-4.85177870382341,-5.92525888355596,12.059340184564,3.29174111893906,4.97933059728099,4.12996244531054,2.43584137281412,-0.968124717110072,5.34237568723566,4.1527091889072,6.08039623107857,5.95228661063956,6.51781702236181,5.20127748034871,7.93853808114181,6.35575459123052,5.60387642549833,4.39109268105211,4.93272802571751,2.85100023902989,-1.05734875795706,-4.00563178563542,-11.3524394773528,3.69529742282081,2.81693327387234,-0.650616908622141,9.66094245314919,6.03941022704586,7.47795835865799,6.948051436642,6.44271534709353,5.65158296324655,5.86621315299976,10.9451299819068,13.7459305562687,11.3439970698066,12.0255134336998,13.8439968904415,13.5646616163023,13.5689500216604,13.0761013797825,11.9914352397356,10.2553053930161,10.5500090961403,9.63443945228548,5.5914823781961,7.33267044715451,8.42600102485187
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,..,-2.31324874963366,17.0472409314378,6.50290262966935,6.76486511614573,-12.4818339161064,13.4633448335443,3.32754228792409,0.238860484828834,10.8914458326117,18.2266828775205,10.87146606849,10.3941640769004,12.8957637258206,6.00190290237809,5.19325335688646,6.72812264325925,4.98178394934075,2.14068467725419,4.5313992165474,7.9687385088759,4.27986747938365,1.69870863010068,4.62794634855273,1.25289597543458,-2.12253497758633,3.52199319973249,10.1173673620228,2.15596333052413,4.40053881454969,-5.45431239470221,0.944138889146089,10.5131819887499,7.22262136140866,2.30325639627726,5.49362929934516,7.13136735748039,8.00427443187613,7.01059772847134,6.71535409116007,5.65660487692379,1.80922948836022,5.78820731626821,-0.253358809847384,1.31195821990448,9.26275007449469,10.6711548406755,8.71041411849795,3.20950426157955,0.946155167790636,8.3170677276553,3.10191731092932,2.79391037219111,4.74206419171963
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,..,-27.27,-5.58000000000007,10.3,18.18,16.9500000000001,10.6500000000005,-5.77000000000038,-4.10000000000002,16.9399999999999,19.3000000000001,7.05999999999993,3.81000000000033,7.75999999999981,2.31000000000017,8.71999999999974,-1.57000000000012,7.57000000000032,11.666644,7.59999999999982,7.80669144981405,5.1724137931036,8.93442622950826,10.8352144469526,15.1391717583161,13.4433962264151,8.93970893970915,11.6889312977097,11.2345151644597,4.18586789554536,3.907113896056,9.29407591344453,14.2161635832522,13.8675760159136,13.0521587222361,10.9492273730688,9.92837246319071,9.23076923076962,7.83761391880707,7.66748617086685,8.49150849150841,8.33991054985512,9.13064594463297,10.0356030262573,10.1112234580385,11.3957759412305,12.7194790206907,14.2313880356884,9.65428937259922,9.39981317141532,10.6361404632297,9.53644300805558,7.8562621102694,7.75763514617032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9077290356395,3.41394147506642,11.3107136184646,4.48210512922356,4.21177503633371,11.7305766311607,28.6962653616001,4.98728969866838,7.43262644625811,10.8764346909591,-0.407876088864342,4.60089143184629,1.9863665899687,4.95150367020483,7.07411727794511,5.56517286212046,5.37383851914481,5.91403083461985,7.98397202183317,6.93302423977509,8.20377386131203,10.7278406117878,7.66433404214091,5.89640819205567,7.12255964997142,6.84936593196244,17.9258249448258,4.768354225598,6.65722379603399,11.7308543603364,7.89091389329108,5.07170981496216,2.14249655359879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,..,4.29851834779807,3.5365012636245,9.54104392925011,4.63299243243232,4.36176931519063,5.51210398919251,4.11217561720534,8.76603505444476,4.73690901530277,5.70788359899647,5.58375454974713,7.33305162065273,6.78283433174826,6.37502990400043,1.94999082564485,7.38726562260084,7.80922068503924,4.99668982071626,4.71345608734441,3.7599781639406,0.646858610643861,-3.53008900864899,-2.57209144434026,0.496697748587692,-0.609338953787756,0.143049598150171,3.54398330476839,3.89238706043788,3.94258951867776,3.10256318046595,3.65824874652687,4.83833880797719,3.92713199159111,4.03374147730634,4.94854750696526,2.95777989859651,4.3640899320559,4.99352782331637,3.84706216076695,3.60886874513247,2.33257418287644,3.86662650506631,2.53078994772957,3.15208187177201,3.26011101093661,5.3797767642231,6.30405653777618,3.28107981555104,0.526043017746275,2.86948773712759,4.16204894619231,2.96985742688504,3.69758557790951
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,..,7.40021191816078,11.6953489843483,9.94317818653509,11.1111358664548,9.0038611199937,3.30113639774522,6.96951382512579,1.34296005345777,6.23770390741004,1.35382659111207,3.30475649948721,2.22072289156625,6.41701397401322,14.1924250949189,-0.153246894325534,5.20945449741386,8.36848053300673,-7.83880037488329,-26.4787888648934,4.61173227910805,5.36329018981871,-0.816361918929658,4.61321162711519,-1.56609391285987,-4.08185148780274,-1.01730916137211,-0.706352941176377,-12.4498220370713,-1.69761272858247,-0.0930648184677807,-0.190712403402699,0.38546712072602,-0.391138493062812,3.33761186435513,5.9119077946103,6.34426830436543,3.96665097334412,3.71168144753786,7.03597048033629,4.10159015301244,2.96084352899635,0.753938940955962,2.52073293609504,5.31217052021333,4.28239830528729,4.15206956048218,5.28776846402086,2.85171093467167,-2.7592101473913,3.19129876590063,6.23159456664668,5.5905621928829,4.53323594906574
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,..,4.04993094723459,5.19307954182828,6.11656483558609,2.66787166628934,0.417175015264505,10.001606065445,3.64078331946243,3.75167907568532,3.47131724751844,2.1225196032733,9.01796483205813,-0.819195514516579,-4.94110069879439,2.49384451507666,-11.3627801335048,3.40638357327501,8.69744029690311,7.462926811285,8.68231991623649,8.14860652895257,4.7373110684336,-10.3232324457227,-3.78657232786581,7.9733415733979,7.11922842883055,5.596353299873,6.59421489333822,7.31120145083577,10.5603252257035,3.69757990056078,7.96998837182808,12.2779306314053,6.98628668218761,5.70811909798479,10.6275772210103,7.41349152299138,6.60557963279054,3.23087870862024,-0.760854811629883,4.49579299699077,3.34818039063991,2.16690863388931,3.95674848137746,6.04108673918763,5.55945253083594,4.40497269031522,5.16082559987021,3.29245489729399,-1.0364317789294,5.75370890864373,5.83964058346005,5.45713060960065,3.97659619929694
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,..,-7.77463490412923,9.45735874175016,8.77834021623049,4.96446728796283,2.00909417082951,14.728566401776,3.36123203225105,7.98268996953257,7.95922445608228,-4.65544691356283,22.1738919280085,17.0824293450073,5.89658021464415,4.06561734723087,0.882203178447938,2.15396449740983,9.45379784936982,6.91249354667455,7.61522604159426,5.59197620659502,3.7735441966442,1.50647825447523,1.30905024171786,1.7552169769687,4.30056181950171,7.17755539087368,5.93710744610728,6.20318381988459,4.69034876812297,4.19205097421582,1.43834679108514,-0.799493959927631,0.353197256372624,2.63278451859033,4.40621652580506,4.14683926716712,0.474901920484101,3.29021372309346,2.30538859591873,0.599695391613636,3.77990649628987,0.546859529994535,2.93247554619272,5.10429977568934,5.90666608168013,6.47249429862482,6.85072977063138,0.232282745665941,3.30693981534758,8.40227706370248,6.11161346041284,4.55494279644424,5.69353035234217
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,..,1.85565932082041,5.7648460405449,3.58043670755038,5.41664557116322,9.03715648855948,5.37384227069566,5.9775428581696,6.59818324459849,0.655438846570291,3.62672094031046,3.99500360693281,5.76230488242371,7.86985250325137,-1.22764173123554,2.13068176281656,10.5006930565194,10.3838890902115,10.0057012930525,4.66442081971717,0.66848079599346,2.53320223011325,-1.39121643165811,-0.924352308595076,4.34569119367841,4.1882336954387,0.722676853616576,6.03139002040311,4.60985268581418,4.32585275948789,0.0968803963075118,3.25203381900521,5.62429581316989,6.23003203560266,-1.30325718087572,4.06297611643527,3.59524972372158,4.9937186080496,2.90158541571776,-1.88953489319411,5.74814817447076,2.72319327321382,3.75433786119939,4.54703805165396,6.23230296069099,6.05059922215976,6.56724355177587,6.18832716678008,4.23160011009342,-2.43162787988014,3.73114034433009,3.83569066207508,4.12868774866939,2.79155975746801
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,..,3.14128045871784,-3.4264098228757,4.73002797546241,6.65075911863298,5.29386283436426,3.57586273280783,1.07839866577682,3.84233563580621,2.87749797606187,2.09775757773704,-1.49684182821601,6.42636754448678,3.70616531858225,3.33931216069718,-4.89534544485581,0.884356333007389,4.98366372489861,1.25507803202922,6.53574740878145,6.78176387161284,9.95423116663252,2.23506634454733,-4.34782273446397,7.92983956425357,7.53032483653877,2.17114159786259,-1.50000294944435,3.40524529485118,-2.85416049626545,8.97613436064626,4.22579941870274,2.95771082640847,5.83617208779967,2.02040044766727,6.04519864774498,4.32428403143146,5.73468837672671,3.96101213801589,5.34144937202619,5.85999210110583,5.33041085668984,4.64447002567962,3.44404484874129,4.42962902368194,1.71157762807459,3.94701374716007,5.98651552196785,4.89339391821042,2.31922692435856,2.11685012701102,2.96275035081007,4.81028341334986,7.19309651870674
